"","index","Job.Title","Salary.Estimate","Rating","Company.Name","Location","Headquarters","Size","Founded","Type.of.ownership","Industry","Sector","Revenue","Competitors","City","State","Salary","MinSalary","MaxSalary","AvgSalary","MinRevenue","MaxRevenue","AvgRevenue","MinEmployeeCount","MaxEmployeeCount","AvgEmployeeCount","Python","SAS","MATLAB","R","Java","SQL"
"79","78","Data Scientist","$79K-$131K (Glassdoor est.)",2.9,"IFG Companies
2.9","New York, NY","Hartford, CT","201 to 500 ","1985","Company - Private","Insurance Carriers","Insurance","Not Provided","Colony Specialty, Markel, RLI","New York","NY","79000-131000",79000,131000,105000,100000000,500000000,300000000,201,500,351,1,1,0,0,0,1
"80","79","Data Scientist 3 (718)","$79K-$131K (Glassdoor est.)",3.3,"Amyris
3.3","Emeryville, CA","Emeryville, CA","201 to 500 ","2003","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","100 to 500 million ","Not Provided","Emeryville","CA","79000-131000",79000,131000,105000,100000000,500000000,300000000,201,500,351,1,0,0,0,0,0
"81","80","Real World Science, Data Scientist","$79K-$131K (Glassdoor est.)",4,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom","10000 ","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Roche, GlaxoSmithKline, Novartis","Gaithersburg","MD","79000-131000",79000,131000,105000,10000000000,500000000,10000000000,10000,500,10000,1,1,0,0,0,1
"82","81","Data Scientist","$79K-$131K (Glassdoor est.)",3.6,"Powertek
3.6","Washington, DC","Rockville, MD","51 to 200 ","2001","Company - Private","IT Services","Information Technology","25 to 50 million ","Not Provided","Washington","DC","79000-131000",79000,131000,105000,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"83","82","Data Engineer","$79K-$131K (Glassdoor est.)",4.7,"Object Partners
4.7","Saint Louis, MO","Minneapolis, MN","51 to 200 ","1996","Company - Private","Consulting","Business Services","25 to 50 million ","Solution Design Group, Intertech (Minnesota)","Saint Louis","MO","79000-131000",79000,131000,105000,25000000,50000000,37500000,51,200,126,0,0,0,0,1,1
"84","83","Data Scientist - Image and Video Analytics","$79K-$131K (Glassdoor est.)",4.9,"The Mom Project
4.9","Longmont, CO","Chicago, IL","1 to 50 ","2016","Company - Private","Staffing & Outsourcing","Business Services","Not Provided","Not Provided","Longmont","CO","79000-131000",79000,131000,105000,100000000,500000000,300000000,1,50,26,1,0,0,0,0,0
"85","84","Data Scientist","$79K-$131K (Glassdoor est.)",4.3,"Lightspeed Systems
4.3","Austin, TX","Austin, TX","51 to 200 ","1999","Company - Private","Computer Hardware & Software","Information Technology","25 to 50 million ","Not Provided","Austin","TX","79000-131000",79000,131000,105000,25000000,50000000,37500000,51,200,126,0,0,0,0,0,0
"86","85","Data Science Manager, Payment Acceptance - USA","$79K-$131K (Glassdoor est.)",4,"Stripe
4.0","San Francisco, CA","San Francisco, CA","1001 to 5000 ","2010","Company - Private","Internet","Information Technology","Not Provided","Braintree, Authorize.Net, PayPal","San Francisco","CA","79000-131000",79000,131000,105000,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,1
"87","86","Data Analyst","$79K-$131K (Glassdoor est.)",2.6,"Comprehensive Healthcare
2.6","Yakima, WA","Yakima, WA","501 to 1000 ","1971","Nonprofit Organization","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","Yakima","WA","79000-131000",79000,131000,105000,100000000,500000000,300000000,501,1000,751,0,0,0,0,0,0
"88","87","Data Scientist / Applied Mathematician","$79K-$131K (Glassdoor est.)",4.5,"Fullpower Technologies, Inc.
4.5","Santa Cruz, CA","Santa Cruz, CA","51 to 200 ","2003","Company - Private","Computer Hardware & Software","Information Technology","10 to 25 million ","Not Provided","Santa Cruz","CA","79000-131000",79000,131000,105000,10000000,25000000,17500000,51,200,126,1,0,0,0,0,1
"89","88","Machine Learning Engineer","$79K-$131K (Glassdoor est.)",4.8,"Klaviyo
4.8","Boston, MA","Boston, MA","201 to 500 ","2012","Company - Private","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","Boston","MA","79000-131000",79000,131000,105000,100000000,500000000,300000000,201,500,351,1,0,0,0,1,0
"90","89","Data Scientist","$79K-$131K (Glassdoor est.)",3.9,"Mars
3.9","United States","Mc Lean, VA","10000 ","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10 billion ","Not Provided","United States","Not Provided","79000-131000",79000,131000,105000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"91","90","Patient Safety- Associate Data Scientist","$79K-$131K (Glassdoor est.)",4,"AstraZeneca
4.0","Gaithersburg, MD","Cambridge, United Kingdom","10000 ","1913","Company - Public","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 billion ","Roche, GlaxoSmithKline, Novartis","Gaithersburg","MD","79000-131000",79000,131000,105000,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,1
"92","91","Machine Learning Engineer","$79K-$131K (Glassdoor est.)",4.4,"NuWave Solutions
4.4","Springfield, VA","Mc Lean, VA","51 to 200 ","1999","Company - Private","IT Services","Information Technology","5 to 10 million ","Not Provided","Springfield","VA","79000-131000",79000,131000,105000,5000000,10000000,7500000,51,200,126,1,0,0,1,1,1
"93","92","Senior Data Scientist","$79K-$131K (Glassdoor est.)",4.2,"ManTech
4.2","Alexandria, VA","Herndon, VA","5001 to 10000 ","1968","Company - Public","Research & Development","Business Services","1 to 2 billion ","Not Provided","Alexandria","VA","79000-131000",79000,131000,105000,1000000000,2000000000,1500000000,5001,10000,7501,1,1,0,0,1,1
"94","93","(Sr.) Data Scientist -","$79K-$131K (Glassdoor est.)",3.6,"Merrick Bank
3.6","Utah","South Jordan, UT","201 to 500 ","1997","Company - Private","Banks & Credit Unions","Finance","Not Provided","Not Provided","Utah","Not Provided","79000-131000",79000,131000,105000,100000000,500000000,300000000,201,500,351,1,1,0,1,0,1
"95","94","Data Scientist","$99K-$132K (Glassdoor est.)",3.4,"Mathematica Policy Research
3.4","Washington, DC","Princeton, NJ","1001 to 5000 ","1986","Company - Private","Consulting","Business Services","100 to 500 million ","Not Provided","Washington","DC","99000-132000",99000,132000,115500,100000000,500000000,300000000,1001,5000,3001,1,0,0,1,0,0
"96","95","Staff Data Scientist - Analytics","$99K-$132K (Glassdoor est.)",4.4,"Intuit - Data
4.4","San Diego, CA","Mountain View, CA","5001 to 10000 ","1983","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Square, PayPal, H&R Block","San Diego","CA","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,5001,10000,7501,0,0,0,0,0,0
"97","96","Data Analytics Engineer","$99K-$132K (Glassdoor est.)",3.5,"QOMPLX
3.5","Reston, VA","Reston, VA","51 to 200 ","2015","Company - Private","Enterprise Software & Network Solutions","Information Technology","10 to 25 million ","Not Provided","Reston","VA","99000-132000",99000,132000,115500,10000000,25000000,17500000,51,200,126,1,0,0,0,0,1
"98","97","Data Scientist, Kinship - NYC/Portland","$99K-$132K (Glassdoor est.)",3.9,"Mars
3.9","New York, NY","Mc Lean, VA","10000 ","1911","Company - Private","Food & Beverage Manufacturing","Manufacturing","10 billion ","Not Provided","New York","NY","99000-132000",99000,132000,115500,10000000000,500000000,10000000000,10000,500,10000,1,0,0,0,0,0
"99","98","Senior Data Scientist","$99K-$132K (Glassdoor est.)",3.8,"GutCheck
3.8","Denver, CO","Denver, CO","51 to 200 ","2009","Company - Private","Advertising & Marketing","Business Services","10 to 25 million ","Nielsen, Zappi, SurveyMonkey","Denver","CO","99000-132000",99000,132000,115500,10000000,25000000,17500000,51,200,126,0,0,0,0,0,0
"100","99","Applied Technology Researcher / Data Scientist","$99K-$132K (Glassdoor est.)",3.5,"Inter-American Development Bank
3.5","Washington, DC","Washington, DC","1001 to 5000 ","1959","Other Organization","Banks & Credit Unions","Finance","10 billion ","The World Bank, IMF","Washington","DC","99000-132000",99000,132000,115500,10000000000,500000000,10000000000,1001,5000,3001,0,0,0,0,0,0
"101","100","Data Scientist","$99K-$132K (Glassdoor est.)",4.9,"Avlino
4.9","New Jersey","Holmdel, NJ","1 to 50 ","2013","Company - Private","Enterprise Software & Network Solutions","Information Technology","Less than 1 million ","Not Provided","New Jersey","Not Provided","99000-132000",99000,132000,115500,100000000,500000000,300000000,1,50,26,1,0,0,0,1,0
"102","101","Machine Learning Engineer","$99K-$132K (Glassdoor est.)",4.4,"Stratagem Group
4.4","Aurora, CO","Aurora, CO","1 to 50 ","2007","Company - Private","Aerospace & Defense","Aerospace & Defense","Not Provided","Not Provided","Aurora","CO","99000-132000",99000,132000,115500,100000000,500000000,300000000,1,50,26,0,0,0,0,0,0
"103","102","Health Data Scientist - Biomedical/Biostats","$99K-$132K (Glassdoor est.)",4.1,"Evidation
4.1","Santa Barbara, CA","San Mateo, CA","51 to 200 ","2012","Company - Private","Internet","Information Technology","Not Provided","Not Provided","Santa Barbara","CA","99000-132000",99000,132000,115500,100000000,500000000,300000000,51,200,126,1,0,0,0,0,0
"104","103","Senior Data Scientist","$99K-$132K (Glassdoor est.)",4,"Autodesk
4.0","San Francisco, CA","San Rafael, CA","5001 to 10000 ","1982","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Not Provided","San Francisco","CA","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,5001,10000,7501,1,1,0,0,1,1
"105","104","Staff Data Scientist","$99K-$132K (Glassdoor est.)",4.4,"Intuit - Data
4.4","San Diego, CA","Mountain View, CA","5001 to 10000 ","1983","Company - Public","Computer Hardware & Software","Information Technology","2 to 5 billion ","Square, PayPal, H&R Block","San Diego","CA","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,5001,10000,7501,0,0,0,0,0,0
"106","105","Data Scientist","$99K-$132K (Glassdoor est.)",3.8,"Tecolote Research
3.8","Hill AFB, UT","Goleta, CA","501 to 1000 ","1973","Company - Private","Aerospace & Defense","Aerospace & Defense","50 to 100 million ","Not Provided","Hill AFB","UT","99000-132000",99000,132000,115500,50000000,100000000,75000000,501,1000,751,1,1,1,0,0,1
"107","106","Sr Data Engineer (Sr BI Developer)","$99K-$132K (Glassdoor est.)",3.2,"Tivity Health
3.2","Chandler, AZ","Franklin, TN","501 to 1000 ","1981","Company - Public","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","Chandler","AZ","99000-132000",99000,132000,115500,100000000,500000000,300000000,501,1000,751,0,1,0,0,0,1
"108","107","Data Engineer","$99K-$132K (Glassdoor est.)",2.9,"hc1
2.9","Indianapolis, IN","Indianapolis, IN","51 to 200 ","2011","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","10 to 25 million ","Not Provided","Indianapolis","IN","99000-132000",99000,132000,115500,10000000,25000000,17500000,51,200,126,1,0,0,0,0,1
"109","108","Lead Data Scientist","$99K-$132K (Glassdoor est.)",4.1,"HP Inc.
4.1","San Diego, CA","Palo Alto, CA","10000 ","1939","Company - Public","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","San Diego","CA","99000-132000",99000,132000,115500,100000000,500000000,300000000,10000,500,10000,0,0,0,0,0,0
"110","109","Data Scientist","$99K-$132K (Glassdoor est.)",3.7,"SAIC
3.7","Chantilly, VA","Reston, VA","10000 ","2013","Company - Public","Enterprise Software & Network Solutions","Information Technology","5 to 10 million ","Booz Allen Hamilton, CACI International","Chantilly","VA","99000-132000",99000,132000,115500,5000000,10000000,7500000,10000,500,10000,1,0,0,0,1,0
"111","110","RFP Data Analyst","$99K-$132K (Glassdoor est.)",3.2,"AllianceBernstein
3.2","Nashville, TN","New York, NY","1001 to 5000 ","1967","Company - Public","Investment Banking & Asset Management","Finance","2 to 5 billion ","Not Provided","Nashville","TN","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,1001,5000,3001,0,0,0,0,0,0
"112","111","Data Analyst","$99K-$132K (Glassdoor est.)",4.9,"Big Huge Games
4.9","Timonium, MD","Lutherville Timonium, MD","51 to 200 ","2013","Subsidiary or Business Segment","Video Games","Media","Not Provided","Not Provided","Timonium","MD","99000-132000",99000,132000,115500,100000000,500000000,300000000,51,200,126,0,0,0,0,0,1
"113","112","Data Scientist (TS/SCI)","$99K-$132K (Glassdoor est.)",3.5,"Maxar Technologies
3.5","Herndon, VA","Westminster, CO","5001 to 10000 ","Not Provided","Company - Public","Aerospace & Defense","Aerospace & Defense","2 to 5 billion ","Not Provided","Herndon","VA","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,5001,10000,7501,1,0,0,0,1,1
"114","113","Data Engineer","$99K-$132K (Glassdoor est.)",5,"Phantom AI
5.0","Burlingame, CA","Burlingame, CA","1 to 50 ","2016","Company - Private","Computer Hardware & Software","Information Technology","Not Provided","Not Provided","Burlingame","CA","99000-132000",99000,132000,115500,100000000,500000000,300000000,1,50,26,1,0,0,0,0,0
"115","114","Data Scientist","$99K-$132K (Glassdoor est.)",4,"Noblis
4.0","Reston, VA","Reston, VA","1001 to 5000 ","1996","Nonprofit Organization","Consulting","Business Services","100 to 500 million ","Booz Allen Hamilton, SAIC, LMI","Reston","VA","99000-132000",99000,132000,115500,100000000,500000000,300000000,1001,5000,3001,1,0,0,0,1,1
"116","115","Data Scientist","$99K-$132K (Glassdoor est.)",3.6,"Spring Health
3.6","New York, NY","New York, NY","1 to 50 ","2016","Company - Private","Health Care Services & Hospitals","Health Care","Not Provided","Not Provided","New York","NY","99000-132000",99000,132000,115500,100000000,500000000,300000000,1,50,26,1,0,0,0,0,1
"117","116","Software Engineer - Data Science","$99K-$132K (Glassdoor est.)",4,"ClearEdge
4.0","Annapolis Junction, MD","Annapolis Junction, MD","51 to 200 ","2002","Company - Private","Computer Hardware & Software","Information Technology","5 to 10 million ","Not Provided","Annapolis Junction","MD","99000-132000",99000,132000,115500,5000000,10000000,7500000,51,200,126,1,0,0,0,1,0
"118","117","Data Analyst/Engineer","$99K-$132K (Glassdoor est.)",3.2,"AllianceBernstein
3.2","Nashville, TN","New York, NY","1001 to 5000 ","1967","Company - Public","Investment Banking & Asset Management","Finance","2 to 5 billion ","Not Provided","Nashville","TN","99000-132000",99000,132000,115500,2000000000,5000000000,3500000000,1001,5000,3001,1,0,0,0,0,1
"119","118","NGS Scientist","$99K-$132K (Glassdoor est.)",5,"Arsenal Biosciences
5.0","South San Francisco, CA","South San Francisco, CA","51 to 200 ","2019","Company - Private","Biotech & Pharmaceuticals","Biotech & Pharmaceuticals","Not Provided","Not Provided","South San Francisco","CA","99000-132000",99000,132000,115500,100000000,500000000,300000000,51,200,126,0,0,0,0,0,0
"120","119","Data Engineer","$99K-$132K (Glassdoor est.)",4.8,"GetWellNetwork
4.8","Bethesda, MD","Bethesda, MD","201 to 500 ","2000","Company - Private","Health Care Services & Hospitals","Health Care","50 to 100 million ","Epic, CipherHealth","Bethesda","MD","99000-132000",99000,132000,115500,50000000,100000000,75000000,201,500,351,0,0,0,0,0,0
"121","120","Data Scientist","$99K-$132K (Glassdoor est.)",4.5,"TACG Solutions
4.5","Dayton, OH","Beavercreek, OH","51 to 200 ","2006","Company - Private","Consulting","Business Services","Not Provided","Copper River Shared Services, Chenega Corporation, Deloitte","Dayton","OH","99000-132000",99000,132000,115500,100000000,500000000,300000000,51,200,126,1,0,0,1,0,1
"122","121","Senior Data Engineer","$99K-$132K (Glassdoor est.)",4.7,"Scoop
4.7","San Francisco, CA","San Francisco, CA","51 to 200 ","2015","Company - Private","Internet","Information Technology","Not Provided","Not Provided","San Francisco","CA","99000-132000",99000,132000,115500,100000000,500000000,300000000,51,200,126,1,0,0,0,0,0
"123","122","Senior Data Scientist","$99K-$132K (Glassdoor est.)",4.5,"Novetta
4.5","Herndon, VA","Mc Lean, VA","501 to 1000 ","2012","Company - Private","Enterprise Software & Network Solutions","Information Technology","100 to 500 million ","Leidos, CACI International, Booz Allen Hamilton","Herndon","VA","99000-132000",99000,132000,115500,100000000,500000000,300000000,501,1000,751,1,0,0,0,1,0
"124","123","Data Engineer","$99K-$132K (Glassdoor est.)",4.2,"IZEA
4.2","Winter Park, FL","Winter Park, FL","51 to 200 ","2006","Company - Public","Advertising & Marketing","Business Services","25 to 50 million ","Linqia, Collective Bias","Winter Park","FL","99000-132000",99000,132000,115500,25000000,50000000,37500000,51,200,126,1,0,0,0,1,1
